"date_time","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","in.county"
2018-07-29 11:00:00,30.03,66.72,2.23,76.67,711.5,524.5,270.5,"G4500850"
2018-07-29 12:00:00,29.75,70.03,1.05,45,754,425,362.5,"G4500850"
2018-07-29 13:00:00,31.5,60.74,3.1,100,873,628.5,269,"G4500850"
2018-07-29 14:00:00,32.35,55.91,2.85,105,767,394,394.5,"G4500850"
2018-07-29 15:00:00,30.2,62.2,9.1,113.33,475,122,366.5,"G4500850"
2018-07-29 16:00:00,25.75,80.31,1.8,65,86.5,2,85,"G4500850"
2018-07-29 17:00:00,25.48,83.38,1.8,182.5,38.5,0,38.5,"G4500850"
2018-07-29 18:00:00,24.3,89.7,0,0,24.5,0,24.5,"G4500850"
2018-07-29 19:00:00,23.9,93.01,2.6,60,8,0,8,"G4500850"
2018-07-29 20:00:00,24,94.49,1.94,130,2,0,2,"G4500850"
2018-07-29 21:00:00,24,94.15,2.85,165,0,0,0,"G4500850"
2018-07-29 22:00:00,23.03,96.65,2.23,136.67,0,0,0,"G4500850"
2018-07-29 23:00:00,22.95,94.1,0.75,100,0,0,0,"G4500850"
2018-07-30,22.9,92.96,1.5,20,0,0,0,"G4500850"
2018-07-30 01:00:00,23.03,94.1,1,120,0,0,0,"G4500850"
2018-07-30 02:00:00,22.93,94.29,0.5,110,0,0,0,"G4500850"
2018-07-30 03:00:00,23,94.1,1.2,10,0,0,0,"G4500850"
2018-07-30 04:00:00,23,94.25,1.8,50,0,0,0,"G4500850"
2018-07-30 05:00:00,22.99,94.3,0.4,24.44,0,0,0,"G4500850"
2018-07-30 06:00:00,23.07,94.68,1.2,150,1,0.5,1,"G4500850"
2018-07-30 07:00:00,23.42,95.89,1.27,57.5,28,0,28,"G4500850"
2018-07-30 08:00:00,24.4,87.06,0,0,117,48,99,"G4500850"
2018-07-30 09:00:00,25.13,84,1.2,100,245.5,74.5,204,"G4500850"
2018-07-30 10:00:00,26.7,78.73,0,0,318,70,269,"G4500850"
2018-07-30 11:00:00,27.7,72.98,1.4,106.67,503.5,228,310,"G4500850"
2018-07-30 12:00:00,29.15,66.84,2.35,210,735.5,492,281.5,"G4500850"
2018-07-30 13:00:00,30.5,64.7,2.6,160,577.5,159.5,424.5,"G4500850"
2018-07-30 14:00:00,27.98,86.71,4.94,226,243,21.5,222.5,"G4500850"
2018-07-30 15:00:00,25.83,87.02,1.9,153.33,431.5,97,346.5,"G4500850"
2018-07-30 16:00:00,26.75,79.8,0.75,65,269,83,208.5,"G4500850"
2018-07-30 17:00:00,28.8,70.92,3.1,100,435.5,311,247,"G4500850"
2018-07-30 18:00:00,27.2,76.92,2.6,130,298.5,356.5,148,"G4500850"
2018-07-30 19:00:00,26.4,80.63,2.6,120,144.5,269.5,81,"G4500850"
2018-07-30 20:00:00,25.4,86.62,2.77,143.33,15.5,33,13,"G4500850"
2018-07-30 21:00:00,24.8,88.66,2.6,150,0,0,0,"G4500850"
2018-07-30 22:00:00,24.4,89.71,2.1,140,0,0,0,"G4500850"
2018-07-30 23:00:00,24.2,90.79,2.1,150,0,0,0,"G4500850"
2018-07-31,24.2,88.07,1.5,180,0,0,0,"G4500850"
2018-07-31 01:00:00,24,86.99,1.5,170,0,0,0,"G4500850"
2018-07-31 02:00:00,23.8,88.58,2.1,160,0,0,0,"G4500850"
2018-07-31 03:00:00,23.8,89.67,0.75,85,0,0,0,"G4500850"
2018-07-31 04:00:00,23.65,90.78,0,0,0,0,0,"G4500850"
2018-07-31 05:00:00,23.13,93.92,1,120,0,0,0,"G4500850"
2018-07-31 06:00:00,23.06,94.11,0.6,74,0.5,0.5,0.5,"G4500850"
2018-07-31 07:00:00,23.63,91.16,1.73,146.67,45.5,66,37.5,"G4500850"
2018-07-31 08:00:00,24.93,84.96,2.43,196.67,178,185,112.5,"G4500850"
2018-07-31 09:00:00,25.6,82.01,2.1,210,135.5,2.5,134.5,"G4500850"
2018-07-31 10:00:00,26.63,76.55,3.1,186.67,346.5,74.5,293,"G4500850"
2018-07-31 11:00:00,26.8,79.07,3.93,170,431.5,71.5,372.5,"G4500850"
2018-07-31 12:00:00,26.75,79.11,3.6,180,384,47.5,340.5,"G4500850"
2018-07-31 13:00:00,28.45,72.62,3.6,150,517,82,438.5,"G4500850"
2018-07-31 14:00:00,28.83,70.65,3.27,186.67,515,107,413,"G4500850"
2018-07-31 15:00:00,27.57,80.44,4.43,173.33,290.5,32,263,"G4500850"
2018-07-31 16:00:00,28.3,70.83,5.1,180,527.5,249,337.5,"G4500850"
2018-07-31 17:00:00,26.65,82.58,4.35,195,65.5,3,63.5,"G4500850"
2018-07-31 18:00:00,25.55,89.9,4.1,185,115.5,14,110,"G4500850"
2018-07-31 19:00:00,25.3,79.99,5.7,210,84,92.5,63,"G4500850"
2018-07-31 20:00:00,24.1,86.99,2.1,210,6.5,6,6.5,"G4500850"
2018-07-31 21:00:00,23.8,88.04,3.1,170,0,0,0,"G4500850"
2018-07-31 22:00:00,23.6,89.1,2.6,180,0,0,0,"G4500850"
2018-07-31 23:00:00,23.3,90.73,0,0,0,0,0,"G4500850"
2018-07-01,26.1,82.07,1.5,190,0,0,0,"G4500910"
2018-07-01 01:00:00,25,87.61,0,62.31,0,0,0,"G4500910"
2018-07-01 02:00:00,23.9,93.57,0,0,0,0,0,"G4500910"
2018-07-01 03:00:00,23.03,94.2,0,0,0,0,0,"G4500910"
2018-07-01 04:00:00,22.2,100,0,0,0,0,0,"G4500910"
2018-07-01 05:00:00,22.2,100,0,0,0,0,0,"G4500910"
2018-07-01 06:00:00,22.8,100,0,0,10,41.5,8.5,"G4500910"
2018-07-01 07:00:00,24.15,97.04,0,0,123.5,362,53.5,"G4500910"
2018-07-01 08:00:00,25.35,87.7,0.6,215,309,595.5,82,"G4500910"
2018-07-01 09:00:00,27.25,81.65,0.9,310,505,721,98,"G4500910"
2018-07-01 10:00:00,29.07,67.39,1.4,190,680,780,114.5,"G4500910"
2018-07-01 11:00:00,30,67.39,2.1,60.77,809.5,792,134,"G4500910"
2018-07-01 12:00:00,30.6,63.17,1.5,130,785.5,548.5,270,"G4500910"
2018-07-01 13:00:00,30.6,60.91,2.1,60,895.5,701,211.5,"G4500910"
2018-07-01 14:00:00,32.2,55.61,1.5,134.17,787.5,502,303.5,"G4500910"
2018-07-01 15:00:00,32.2,57.68,1.5,167.5,643,316,359,"G4500910"
2018-07-01 16:00:00,31.1,59.19,2.1,140,480.5,342.5,216.5,"G4500910"
2018-07-01 17:00:00,32.2,55.61,3.6,130,440.5,432,162.5,"G4500910"
2018-07-01 18:00:00,26.67,93.68,1.37,225,289,360.5,110.5,"G4500910"
2018-07-01 19:00:00,25.93,97.08,0.87,167.69,59,38.5,47,"G4500910"
2018-07-01 20:00:00,25,100,0,82.31,3.5,0,3.5,"G4500910"
2018-07-01 21:00:00,25.6,93.09,0,0,0,0,0,"G4500910"
2018-07-01 22:00:00,24.4,100,1.5,200,0,0,0,"G4500910"
2018-07-01 23:00:00,24.03,94.12,0,0,0,0,0,"G4500910"
2018-07-02,23.99,94.12,0,0,0,0,0,"G4500910"
2018-07-02 01:00:00,23.87,94.83,0,0,0,0,0,"G4500910"
2018-07-02 02:00:00,23.22,97.25,0,0,0,0,0,"G4500910"
2018-07-02 03:00:00,23.3,100,0,0,0,0,0,"G4500910"
2018-07-02 04:00:00,23.1,95.44,0,0,0,0,0,"G4500910"
2018-07-02 05:00:00,22.8,100,0,0,0,0,0,"G4500910"
2018-07-02 06:00:00,23.02,94.08,0,0,8,27,7,"G4500910"
2018-07-02 07:00:00,24.4,97.04,2.6,210,104,221,56.5,"G4500910"
2018-07-02 08:00:00,25.6,90.34,1.5,200,241,270,136.5,"G4500910"
2018-07-02 09:00:00,28.3,79.43,1.5,330,321,171,228.5,"G4500910"
2018-07-02 10:00:00,27.8,79.37,1.5,142.86,408.5,110.5,327,"G4500910"
2018-07-02 11:00:00,28.9,74.45,0,89.23,576.5,192.5,411.5,"G4500910"
2018-07-02 12:00:00,30.6,67.51,2.1,141.82,709.5,275,451.5,"G4500910"
2018-07-02 13:00:00,31.1,65.61,2.6,200,693.5,223,476.5,"G4500910"
2018-07-02 14:00:00,31.7,59.34,0,154.17,642.5,169.5,479.5,"G4500910"
2018-07-02 15:00:00,31.1,59.19,1.5,260,556,163.5,408.5,"G4500910"
2018-07-02 16:00:00,31.1,63.28,0,26.92,583.5,345.5,314,"G4500910"
2018-07-02 17:00:00,32.2,59.45,1.5,0,544.5,597,162,"G4500910"
2018-07-02 18:00:00,30.6,63.17,1.5,210,257.5,218.5,156,"G4500910"
2018-07-02 19:00:00,28.3,82.34,0,0,182.5,364,84,"G4500910"
2018-07-02 20:00:00,26.7,87.23,0,0,40,122,27,"G4500910"
2018-07-02 21:00:00,25,96.48,0,0,0,0,0,"G4500910"
2018-07-02 22:00:00,25,93.62,0,0,0,0,0,"G4500910"
2018-07-02 23:00:00,24.4,97.04,0,0,0,0,0,"G4500910"
2018-07-03,23.9,100,0,54.62,0,0,0,"G4500910"
2018-07-03 01:00:00,23.3,100,0,82.31,0,0,0,"G4500910"
2018-07-03 02:00:00,24.18,93.06,0,0,0,0,0,"G4500910"
2018-07-03 03:00:00,23.3,100,0,0,0,0,0,"G4500910"
2018-07-03 04:00:00,23.1,94.53,0,26.92,0,0,0,"G4500910"
2018-07-03 05:00:00,23.72,94.11,0,190,0,0,0,"G4500910"
2018-07-03 06:00:00,22.97,100,0,356.15,9.5,43,8,"G4500910"
2018-07-03 07:00:00,25.6,93.09,2.1,20,121.5,354,54,"G4500910"
2018-07-03 08:00:00,28.3,77.09,2.6,350,306,573.5,88.5,"G4500910"
2018-07-03 09:00:00,30,72,1.5,20,469.5,586.5,144,"G4500910"
2018-07-03 10:00:00,31.7,61.16,3.6,30,677.5,748.5,135.5,"G4500910"
2018-07-03 11:00:00,32.2,59.45,1.5,123.08,819,782,152.5,"G4500910"
2018-07-03 12:00:00,33.9,54.04,2.57,110,819,611,247,"G4500910"
2018-07-03 13:00:00,32.8,57.47,2.6,340,857.5,606.5,266,"G4500910"
2018-07-03 14:00:00,35,52.71,2.1,350,675.5,322,365,"G4500910"
2018-07-03 15:00:00,35.6,47.71,2.1,38.46,676.5,370.5,346.5,"G4500910"
2018-07-03 16:00:00,36.1,40.57,2.1,61.54,671.5,564,232.5,"G4500910"
2018-07-03 17:00:00,35,43.11,4.1,90,567,637,159.5,"G4500910"
2018-07-03 18:00:00,34.4,45.96,2.6,90,379.5,533.5,131.5,"G4500910"
2018-07-03 19:00:00,32.8,52.15,1.5,120,191.5,368.5,89.5,"G4500910"
2018-07-03 20:00:00,31.1,57.42,0,5.38,39.5,104,28.5,"G4500910"
2018-07-03 21:00:00,30,61.14,1.5,140,0,0,0,"G4500910"
2018-07-03 22:00:00,27.8,71.6,0,0,0,0,0,"G4500910"
2018-07-03 23:00:00,28.3,69.55,2.1,150,0,0,0,"G4500910"
2018-07-04,26.7,79.21,2.6,140,0,0,0,"G4500910"
2018-07-04 01:00:00,26.1,82.07,0,0,0,0,0,"G4500910"
2018-07-04 02:00:00,24.4,90.81,0,0,0,0,0,"G4500910"
2018-07-04 03:00:00,23.3,93.54,0,0,0,0,0,"G4500910"
2018-07-04 04:00:00,23.3,97.02,0,0,0,0,0,"G4500910"
2018-07-04 05:00:00,22.8,96.42,0,0,0,0,0,"G4500910"
2018-07-04 06:00:00,23.3,97.02,0,0,8,23.5,7,"G4500910"
2018-07-04 07:00:00,26.1,87.7,1.5,20,114,268.5,62.5,"G4500910"
2018-07-04 08:00:00,27.8,74.26,2.1,50,297,507,105,"G4500910"
2018-07-04 09:00:00,27.8,71.6,1.5,77.69,275.5,214,162.5,"G4500910"
2018-07-04 10:00:00,29.4,69.76,2.1,70,493.5,342.5,243,"G4500910"
2018-07-04 11:00:00,30.6,63.17,1.5,60.83,664.5,388,337,"G4500910"
2018-07-04 12:00:00,31.1,61.39,2.6,70,661,303,376.5,"G4500910"
2018-07-04 13:00:00,31.1,59.19,1.5,50.77,639.5,277,370,"G4500910"
2018-07-04 14:00:00,31.7,57.21,2.6,50.77,635,256.5,388.5,"G4500910"
2018-07-04 15:00:00,32.2,53.94,2.1,67.5,579.5,306.5,303.5,"G4500910"
2018-07-04 16:00:00,32.2,53.94,2.6,80,736,725.5,165,"G4500910"
2018-07-04 17:00:00,32.8,52.15,2.6,66.15,558.5,629,157.5,"G4500910"
2018-07-04 18:00:00,32.2,53.94,1.5,51.54,380,541,129,"G4500910"
2018-07-04 19:00:00,31.1,57.42,1.5,110,189.5,356.5,91,"G4500910"
2018-07-04 20:00:00,30,58.94,0,50,35.5,74.5,27.5,"G4500910"
2018-07-04 21:00:00,28.9,62.8,2.6,130,0,0,0,"G4500910"
2018-07-04 22:00:00,27.8,71.6,1.5,130,0,0,0,"G4500910"
2018-07-04 23:00:00,27.2,74.16,0,36.92,0,0,0,"G4500910"
2018-07-05,26.1,79.13,0,12.31,0,0,0,"G4500910"
2018-07-05 01:00:00,25.6,81.51,0,26.92,0,0,0,"G4500910"
2018-07-05 02:00:00,25,87.61,0,81.54,0,0,0,"G4500910"
2018-07-05 03:00:00,24.4,87.55,0,7.69,0,0,0,"G4500910"
2018-07-05 04:00:00,23.9,93.57,0,148.46,0,0,0,"G4500910"
2018-07-05 05:00:00,23.3,93.54,0,21.54,0,0,0,"G4500910"
2018-07-05 06:00:00,23.15,97.02,0,30,8.5,33.5,7.5,"G4500910"
2018-07-05 07:00:00,24.15,90.3,0.75,30,99.5,272.5,50,"G4500910"
2018-07-05 08:00:00,26.7,81.65,1.05,20,282.5,508,87.5,"G4500910"
2018-07-05 09:00:00,27.02,79.28,1.27,40,283,218,165,"G4500910"
2018-07-05 10:00:00,28.9,69.66,2.1,65,479.5,285,269.5,"G4500910"
2018-07-05 11:00:00,29.43,65.38,2.43,60,578,246.5,366.5,"G4500910"
2018-07-05 12:00:00,31.1,59.19,2.1,96.67,830.5,638.5,231.5,"G4500910"
2018-07-05 13:00:00,31.1,55.34,0,86.36,904.5,696.5,226,"G4500910"
2018-07-05 14:00:00,32.2,50.42,2.6,140,863,602.5,284,"G4500910"
2018-07-05 15:00:00,32.8,43.86,2.1,160,794,594.5,265,"G4500910"
2018-07-05 16:00:00,33.3,45.67,1.5,70,741,767,137.5,"G4500910"
2018-07-05 17:00:00,33.3,45.67,2.1,140,568,671.5,137.5,"G4500910"
2018-07-05 18:00:00,32.2,50.42,2.1,140,375,547.5,121,"G4500910"
2018-07-05 19:00:00,30.6,56.94,0,27.69,188.5,388.5,82.5,"G4500910"
2018-07-05 20:00:00,28.3,67.46,3.6,200,40.5,118,28,"G4500910"
2018-07-05 21:00:00,26.7,76.38,2.1,200,0,0,0,"G4500910"
2018-07-05 22:00:00,25.6,84.53,0,115.38,0,0,0,"G4500910"
2018-07-05 23:00:00,25.6,84.53,1.5,180,0,0,0,"G4500910"
2018-07-06,24.4,90.81,1.5,210,0,0,0,"G4500910"
2018-07-06 01:00:00,24.4,90.81,0,0,0,0,0,"G4500910"
2018-07-06 02:00:00,23.9,93.57,0,54.62,0,0,0,"G4500910"
2018-07-06 03:00:00,22.2,100,1.5,210,0,0,0,"G4500910"
2018-07-06 04:00:00,22.63,93.66,0,0,0,0,0,"G4500910"
2018-07-06 05:00:00,22.2,100,0,14.62,0,0,0,"G4500910"
2018-07-06 06:00:00,22.8,96.42,0,16.15,8,29.5,7,"G4500910"
2018-07-06 07:00:00,25,87.61,2.1,250,115,312,56,"G4500910"
2018-07-06 08:00:00,27.2,76.92,2.6,280,298,551.5,90.5,"G4500910"
2018-07-06 09:00:00,28.9,69.66,2.6,250,492.5,676.5,114,"G4500910"
2018-07-06 10:00:00,30.6,65.11,2.1,280,669.5,746,131.5,"G4500910"
2018-07-06 11:00:00,31.1,61.39,1.5,158.46,787,723.5,173.5,"G4500910"
2018-07-06 12:00:00,31.1,59.19,0,179.23,672.5,323.5,372.5,"G4500910"
2018-07-06 13:00:00,32.8,53.76,3.1,180,793.5,473.5,332.5,"G4500910"
2018-07-06 14:00:00,32.2,53.94,2.1,190,841,575.5,288,"G4500910"
2018-07-06 15:00:00,33.3,50.7,3.6,240,603.5,279.5,350.5,"G4500910"
2018-07-06 16:00:00,26.7,87.51,7,132,128.5,7,123,"G4500910"
2018-07-06 17:00:00,22.18,93.49,5.72,30,35.5,0,35.5,"G4500910"
2018-07-06 18:00:00,22.2,93.49,2.07,46.67,21,0,21,"G4500910"
2018-07-06 19:00:00,22.2,100,1.5,250,10,0,10,"G4500910"
2018-07-06 20:00:00,22.2,100,3.1,230,3.5,0,3.5,"G4500910"
2018-07-06 21:00:00,22.2,100,1.8,170,0,0,0,"G4500910"
2018-07-06 22:00:00,22.2,100,2.1,10,0,0,0,"G4500910"
2018-07-06 23:00:00,22.1,100,0.75,10,0,0,0,"G4500910"
2018-07-07,22.2,100,0,32.31,0,0,0,"G4500910"
2018-07-07 01:00:00,21.7,100,0,114.62,0,0,0,"G4500910"
2018-07-07 02:00:00,22.2,100,0.5,50,0,0,0,"G4500910"
2018-07-07 03:00:00,21.85,100,1.5,190,0,0,0,"G4500910"
2018-07-07 04:00:00,22.2,100,2.1,30,0,0,0,"G4500910"
2018-07-07 05:00:00,22.2,100,2.85,25,0,0,0,"G4500910"
2018-07-07 06:00:00,22.35,96.42,2.48,32.5,4,10.5,3.5,"G4500910"
2018-07-07 07:00:00,22.8,96.42,2.05,30,17.5,14,14.5,"G4500910"
2018-07-07 08:00:00,22.8,96.42,3.6,50,55.5,0,55.5,"G4500910"
2018-07-07 09:00:00,23.3,93.54,2.35,34.62,84,0,84,"G4500910"
2018-07-07 10:00:00,23.6,87.51,2.1,40,87.5,0,87.5,"G4500910"
2018-07-07 11:00:00,24.4,84.92,3.1,45.38,150,2.5,148,"G4500910"
2018-07-07 12:00:00,23.3,87.46,3.1,45.38,134.5,1,133.5,"G4500910"
2018-07-07 13:00:00,23.9,84.35,2.6,32.31,118.5,0.5,118,"G4500910"
2018-07-07 14:00:00,23.9,84.35,3.1,36.92,101.5,0.5,101,"G4500910"
2018-07-07 15:00:00,23.3,84.81,3.1,40,91,0.5,90.5,"G4500910"
2018-07-07 16:00:00,23.9,78.81,0,31.43,154.5,3,152,"G4500910"
2018-07-07 17:00:00,23.9,78.81,0,20.77,98,6.5,94,"G4500910"
2018-07-07 18:00:00,24.15,73.69,1.8,40,139.5,32.5,124.5,"G4500910"
2018-07-07 19:00:00,23.9,78.81,3.6,20,142,216.5,86.5,"G4500910"
2018-07-07 20:00:00,22.2,87.36,0,141.54,28.5,62,21,"G4500910"
2018-07-07 21:00:00,22.8,84.23,2.1,40,0,0,0,"G4500910"
2018-07-07 22:00:00,22.8,81.15,2.1,40,0,0,0,"G4500910"
2018-07-07 23:00:00,22.2,76.14,2.6,46.15,0,0,0,"G4500910"
2018-07-08,21.1,78.41,2.1,50,0,0,0,"G4500910"
2018-07-08 01:00:00,20.6,78.33,2.6,40,0,0,0,"G4500910"
2018-07-08 02:00:00,20,78.24,2.6,30,0,0,0,"G4500910"
2018-07-08 03:00:00,19.4,78.66,2.1,40,0,0,0,"G4500910"
2018-07-08 04:00:00,19.4,75.68,3.1,50,0,0,0,"G4500910"
2018-07-08 05:00:00,19.4,75.68,3.1,50,0,0,0,"G4500910"
2018-07-08 06:00:00,18.3,84.26,3.6,30,8,33.5,7,"G4500910"
2018-07-08 07:00:00,18.9,78.08,3.6,30,120,363.5,53,"G4500910"
2018-07-08 08:00:00,20.6,70.26,4.1,40,313.5,625,80.5,"G4500910"
2018-07-08 09:00:00,21.7,63.17,4.1,40,520.5,769,92,"G4500910"
2018-07-08 10:00:00,23.3,53.36,6.2,20,710.5,852,97.5,"G4500910"
2018-07-08 11:00:00,25,50.11,3.6,60,864,900,100.5,"G4500910"
2018-07-08 12:00:00,25.6,49.94,2.6,33.85,965,922.5,102.5,"G4500910"
2018-07-08 13:00:00,26.7,48.65,2.6,40,1009,931,103,"G4500910"
2018-07-08 14:00:00,27.2,49.1,1.5,52.5,992.5,929.5,101,"G4500910"
2018-07-08 15:00:00,28.9,45.91,0,55.38,915,912,98.5,"G4500910"
2018-07-08 16:00:00,28.9,45.91,4.1,60,785.5,879.5,94.5,"G4500910"
2018-07-08 17:00:00,28.9,44.46,1.5,112.31,614,825,88,"G4500910"
2018-07-08 18:00:00,28.9,44.46,1.5,98.46,415.5,732.5,77,"G4500910"
2018-07-08 19:00:00,27.2,52.67,2.6,10,212,565.5,58.5,"G4500910"
2018-07-08 20:00:00,23.3,66.43,0,30.77,46,216,25,"G4500910"
2018-07-08 21:00:00,22.8,63.83,2.1,30,0,0,0,"G4500910"
2018-07-08 22:00:00,20.6,75.4,0,140,0,0,0,"G4500910"
2018-07-08 23:00:00,20,72.91,1.5,50,0,0,0,"G4500910"
2018-07-09,21.1,63.45,1.5,40,0,0,0,"G4500910"
2018-07-09 01:00:00,21.1,61.02,1.5,50,0,0,0,"G4500910"
2018-07-09 02:00:00,18.9,75.11,0,117.69,0,0,0,"G4500910"
2018-07-09 03:00:00,18.3,77.99,1.5,30,0,0,0,"G4500910"
2018-07-09 04:00:00,16.7,89.69,1.5,10,0,0,0,"G4500910"
2018-07-09 05:00:00,16.1,96.85,0,188.46,0,0,0,"G4500910"
2018-07-09 06:00:00,16.7,89.69,2.1,10,8.5,55,7,"G4500910"
2018-07-09 07:00:00,20,81.29,1.5,20,125.5,449.5,44,"G4500910"
2018-07-09 08:00:00,21.7,68.25,1.5,50,322,684.5,68.5,"G4500910"
2018-07-09 09:00:00,23.3,61.93,2.6,30,528.5,803.5,82,"G4500910"
2018-07-09 10:00:00,25,55.92,1.5,55.38,718.5,872,92,"G4500910"
2018-07-09 11:00:00,26.7,52.2,2.1,350,872,911,99.5,"G4500910"
2018-07-09 12:00:00,27.2,50.69,2.1,136.36,977,936,102.5,"G4500910"
2018-07-09 13:00:00,28.3,47.54,3.1,10,1023,945.5,103.5,"G4500910"
2018-07-09 14:00:00,29.4,39.98,3.96,145.38,1006.5,943,102,"G4500910"
2018-07-09 15:00:00,30,37.39,1.5,350,931,929.5,98.5,"G4500910"
2018-07-09 16:00:00,30.6,30.06,2.6,20,799.5,899,93,"G4500910"
2018-07-09 17:00:00,30.6,32.33,3.6,20,626,848,85.5,"G4500910"
2018-07-09 18:00:00,30.6,33.63,1.5,40,424.5,760.5,73.5,"G4500910"
2018-07-09 19:00:00,29.4,38.71,0,16.92,218,599,56,"G4500910"
2018-07-09 20:00:00,23.3,59.58,0,0,47,240,23.5,"G4500910"
2018-07-09 21:00:00,21.1,78.41,0,0,0,0,0,"G4500910"
2018-07-09 22:00:00,20,81.29,0,0,0,0,0,"G4500910"
2018-07-09 23:00:00,19.4,87.1,0,0,0,0,0,"G4500910"
2018-07-10,20.6,80.86,0,0,0,0,0,"G4500910"
2018-07-10 01:00:00,18.9,89.86,0,17.69,0,0,0,"G4500910"
2018-07-10 02:00:00,18.3,90.39,0,0,0,0,0,"G4500910"
2018-07-10 03:00:00,18.3,90.39,0,0,0,0,0,"G4500910"
2018-07-10 04:00:00,17.8,89.78,0,145.83,0,0,0,"G4500910"
2018-07-10 05:00:00,17.8,89.78,0,356.15,0,0,0,"G4500910"
2018-07-10 06:00:00,18.9,93.33,2.6,360,8,48.5,6.5,"G4500910"
2018-07-10 07:00:00,22.2,81.58,2.6,360,122.5,423.5,46.5,"G4500910"
2018-07-10 08:00:00,25,71.09,2.6,20,315,653.5,74,"G4500910"
2018-07-10 09:00:00,27.2,60.5,4.1,10,517,764.5,93.5,"G4500910"
2018-07-10 10:00:00,28.9,49.24,2.6,40,700.5,823,110.5,"G4500910"
2018-07-10 11:00:00,30,48,4.6,10,848,858,121.5,"G4500910"
2018-07-10 12:00:00,31.1,45.07,6.2,350,941,860.5,138,"G4500910"
2018-07-10 13:00:00,31.7,44.95,4.6,360,989,885.5,128.5,"G4500910"
2018-07-10 14:00:00,32.2,42.34,3.1,360,912,727.5,214,"G4500910"
2018-07-10 15:00:00,32.2,43.69,2.1,30,874.5,810,150.5,"G4500910"
2018-07-10 16:00:00,32.8,42.24,4.6,20,759,809.5,122.5,"G4500910"
2018-07-10 17:00:00,32.8,42.24,2.6,30,595.5,767.5,106.5,"G4500910"
2018-07-10 18:00:00,32.2,42.34,3.1,350,401,673,90.5,"G4500910"
2018-07-10 19:00:00,30.6,55.22,0,80.77,203,504.5,66,"G4500910"
2018-07-10 20:00:00,26.7,69.24,0,0,43,176,25.5,"G4500910"
2018-07-10 21:00:00,23.3,87.46,0,0,0,0,0,"G4500910"
2018-07-10 22:00:00,23.9,81.79,2.1,220,0,0,0,"G4500910"
2018-07-10 23:00:00,23.3,84.81,2.6,270,0,0,0,"G4500910"
2018-07-11,22.2,90.66,2.6,250,0,0,0,"G4500910"
2018-07-11 01:00:00,21.7,93.47,2.1,220,0,0,0,"G4500910"
2018-07-11 02:00:00,22.8,87.41,1.5,210,0,0,0,"G4500910"
2018-07-11 03:00:00,21.7,93.47,0,300,0,0,0,"G4500910"
2018-07-11 04:00:00,20.6,96.36,0,252.31,0,0,0,"G4500910"
2018-07-11 05:00:00,20.6,96.36,0,332.31,0,0,0,"G4500910"
2018-07-11 06:00:00,23.1,77.74,0,333.08,7,36.5,6,"G4500910"
2018-07-11 07:00:00,23.9,84.35,0,198.46,113.5,363,48.5,"G4500910"
2018-07-11 08:00:00,27.2,71.93,1.5,20,297.5,588,81.5,"G4500910"
2018-07-11 09:00:00,29.4,63.29,1.5,360,495,712,101.5,"G4500910"
2018-07-11 10:00:00,31.1,57.42,2.6,360,674,772,121,"G4500910"
2018-07-11 11:00:00,32.2,48.58,0,65.83,809,768.5,159,"G4500910"
2018-07-11 12:00:00,32.2,48.58,1.5,50,837.5,565.5,311,"G4500910"
2018-07-11 13:00:00,32.8,46.97,2.6,280,836.5,477,373,"G4500910"
2018-07-11 14:00:00,33.3,47.39,2.6,196.36,799.5,425.5,392,"G4500910"
2018-07-11 15:00:00,33.3,48.87,2.1,210,835.5,708.5,203.5,"G4500910"
2018-07-11 16:00:00,33.3,47.39,4.1,260,744,762,146,"G4500910"
2018-07-11 17:00:00,33.3,45.67,2.1,270,576.5,693.5,134.5,"G4500910"
2018-07-11 18:00:00,32.8,48.74,1.5,93.08,384,580.5,116.5,"G4500910"
2018-07-11 19:00:00,29.4,67.68,0,20,182,348.5,84.5,"G4500910"
2018-07-11 20:00:00,26.7,74.08,0,0,28.5,37,24.5,"G4500910"
2018-07-11 21:00:00,26.1,79.13,0,220,0,0,0,"G4500910"
2018-07-11 22:00:00,25.6,81.51,2.1,360,0,0,0,"G4500910"
2018-07-11 23:00:00,25.6,79.06,0,5.38,0,0,0,"G4500910"
2018-07-12,24.4,87.55,0,143.08,0,0,0,"G4500910"
2018-07-12 01:00:00,24.4,87.55,0,26.92,0,0,0,"G4500910"
2018-07-12 02:00:00,23.3,90.73,0,143.08,0,0,0,"G4500910"
2018-07-12 03:00:00,22.8,93.52,0,252.31,0,0,0,"G4500910"
2018-07-12 04:00:00,22.8,93.52,2.1,360,0,0,0,"G4500910"
2018-07-12 05:00:00,23.9,87.51,0,39.23,0,0,0,"G4500910"
2018-07-12 06:00:00,23.3,93.54,2.1,30,5,11.5,4.5,"G4500910"
2018-07-12 07:00:00,25,84.47,2.6,40,88.5,156.5,57.5,"G4500910"
2018-07-12 08:00:00,26.7,81.65,4.1,20,284,494,102.5,"G4500910"
2018-07-12 09:00:00,27.2,79.28,4.1,30,453.5,544.5,153.5,"G4500910"
